x,theta,memory,G_eff
0.9296875,0.9752692899909853,0.5711851595644964,1.2855925797822483
0.93359375,0.9779131206076664,0.5681028229418751,1.2840514114709376
0.9375,0.9806056458665612,0.5650163510882207,1.2825081755441103
0.94140625,0.9833455038380826,0.5619279685489988,1.2809639842744995
0.9453125,0.9861313044982699,0.5588398805187237,1.2794199402593618
0.94921875,0.9889616299328484,0.5557542705378058,1.277877135268903
0.953125,0.9918350345580993,0.5526732982829365,1.2763366491414683
0.95703125,0.9947500453598178,0.5495990974571201,1.2747995487285602
0.9609375,0.9977051621516122,0.5465337737846444,1.2732668868923223
0.96484375,1.000698857853789,0.5434794031169977,1.2717397015584988
0.96875,1.0037295787940352,0.5404380296549331,1.2702190148274666
0.97265625,1.0067957450310887,0.5374116642922956,1.2687058321461477
0.9765625,1.009895750702552,0.5344022830868314,1.2672011415434157
0.98046875,1.0130279643979718,0.5314118258635924,1.2657059129317962
0.984375,1.0161907295582646,0.52844219495615,1.264221097478075
0.98828125,1.0193823649025313,0.5254952540913391,1.2627476270456697
0.9921875,1.0226011648832554,0.5225728274227893,1.2612864137113946
0.99609375,1.025845400170825,0.5196766987196582,1.259838349359829
