memory_law,finite,theta_min,theta_max,theta_mean,memory_min,memory_max,memory_mean,memory_contrast,g_eff_min,g_eff_max,g_eff_mean,conductance_gain_mean
phase_rate_squared,True,0.45918477158150445,0.8748823785759017,0.6594499094640901,0.11412155373760373,1.2008817983032913,0.3846228511974818,3.122232063343286,1.0570607768688018,1.6004408991516457,1.192311425598741,0.19231142559874104
gradient_squared,True,0.4605638135451027,0.8533183420416671,0.6594499094640901,0.0014618483700936707,2.018510042013353,0.6196441590554028,3.2575309756657878,1.0007309241850468,2.0092550210066764,1.3098220795277016,0.3098220795277016
mixed,True,0.4602089620098431,0.8611080267814268,0.65944990946409,0.20770827081203727,1.3590784910388922,0.5199387315846854,2.6139204650068106,1.1038541354060187,1.6795392455194462,1.2599693657923428,0.25996936579234275
